id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,purpose,addr_state,Country
338840,20000, 60 months,13.99%,465.27,C,C4,Advisory Support Rep,10+ years,RENT,70000,debt_consolidation,GA,United States
143310,16800, 60 months,12.69%,379.6,C,C2,SUPERVISOR,10+ years,MORTGAGE,70000,debt_consolidation,California,United States
312701,8000, 36 months,6.92%,246.73,A,A4,medical records,1 year,MORTGAGE,49300,home_improvement,MT,United States
167695,14000, 60 months,18.55%,359.72,E,E2,Senior Manager Operations,7 years,MORTGAGE,105000,home_improvement,AR,United States
143055,9225, 36 months,13.99%,315.25,C,C4,Merchandiser,8 years,RENT,21000,debt_consolidation,NC,United States
63213,30800, 60 months,17.57%,774.94,D,D4,Client Service,4 years,MORTGAGE,70000,debt_consolidation,TN,United States
57543,24000, 36 months,6.24%,732.74,A,A2,Professor,10+ years,MORTGAGE,170000,credit_card,MN,United States
344425,35000, 60 months,10.99%,760.82,B,B4,Director of Finance,5 years,MORTGAGE,214000,debt_consolidation,CT,United States
394159,15000, 36 months,11.99%,498.15,B,B5,Account Services,7 years,RENT,41000,credit_card,MN,United States
78716,5000, 36 months,9.99%,161.32,B,B3,Yard Manager,6 years,RENT,48000,credit_card,ME,United States
399394,25000, 60 months,20.99%,676.2,E,E4,truck driver,10+ years,MORTGAGE,85000,home_improvement,SC,United States
156128,35000, 36 months,13.33%,1184.86,C,C3,Senior Software Engineer,10+ years,MORTGAGE,450000,debt_consolidation,FL,United States
276955,14950, 60 months,17.86%,378.5,D,D5,Machine operator,8 years,RENT,34000,credit_card,FL,United States
320445,9500, 36 months,15.61%,332.17,D,D1,Partner,8 years,MORTGAGE,47000,debt_consolidation,GA,United States
124976,9000, 36 months,5.32%,271.04,A,A1,Foreman,4 years,RENT,60000,debt_consolidation,NJ,United States
234344,10000, 36 months,15.61%,349.65,D,D1,0,n/a,RENT,28000,debt_consolidation,California,United States
288780,7500, 36 months,8.18%,235.65,B,B1,Media Monitor/Sales,1 year,RENT,27500,debt_consolidation,NY,United States
177777,10000, 60 months,16.55%,246.12,D,D2,PLANNER,< 1 year,MORTGAGE,60000,debt_consolidation,California,United States
42268,20250, 60 months,12.59%,456.52,C,C2,Director of Technology,8 years,OWN,65000,credit_card,OK,United States
214050,6000, 36 months,17.57%,215.63,D,D4,Operator,1 year,MORTGAGE,39520,home_improvement,TX,United States
255477,35000, 60 months,18.25%,893.54,E,E1,General Manager,8 years,MORTGAGE,117000,debt_consolidation,TX,United States
206620,24750, 60 months,20.99%,669.44,E,E5,Material handler,10+ years,MORTGAGE,55000,debt_consolidation,FL,United States
346332,10000, 36 months,6.92%,308.41,A,A4,0,n/a,MORTGAGE,48000,credit_card,California,United States
131562,31450, 60 months,13.99%,731.63,C,C4,production,5 years,MORTGAGE,68400,debt_consolidation,MN,United States
171273,7400, 36 months,9.17%,235.91,B,B2,Business Associate,1 year,RENT,45000,debt_consolidation,Arizona,United States
412843,5200, 36 months,12.39%,173.69,C,C1,safety administrator,10+ years,MORTGAGE,55000,credit_card,PA,United States
405359,14800, 60 months,11.99%,329.15,B,B5,Science Librarian,< 1 year,RENT,56607,debt_consolidation,IL,United States
181244,15000, 60 months,11.53%,330.12,B,B5,transporter,< 1 year,RENT,45000,debt_consolidation,HI,United States
232032,4975, 36 months,19.19%,182.85,E,E3,Head Chef,3 years,OWN,30000,debt_consolidation,TX,United States
286469,16800, 36 months,17.57%,603.75,D,D4,Loader,10+ years,OWN,42000,credit_card,TX,United States
80598,35000, 60 months,14.65%,826.24,C,C5,President,10+ years,MORTGAGE,122000,major_purchase,GA,United States
213176,22000, 60 months,9.99%,467.33,B,B3,director of patient accounts,10+ years,MORTGAGE,55000,debt_consolidation,AR,United States
60654,32925, 60 months,20.99%,890.55,E,E5,0,n/a,MORTGAGE,71594,credit_card,California,United States
258825,15225, 36 months,16.99%,542.74,D,D3,plant worker,5 years,MORTGAGE,41000,debt_consolidation,California,United States
229768,11000, 36 months,8.18%,345.62,B,B1,Safety Engineer,10+ years,RENT,103548,credit_card,California,United States
282994,8100, 36 months,16.55%,286.98,D,D2,teacher/coach,10+ years,MORTGAGE,90000,debt_consolidation,OH,United States
117006,16000, 60 months,17.86%,405.08,D,D5,E6,10+ years,RENT,72000,debt_consolidation,VA,United States
203991,5000, 36 months,10.99%,163.67,B,B4,child care director,10+ years,MORTGAGE,40000,debt_consolidation,MT,United States
292561,8000, 36 months,10.99%,261.88,B,B4,Health Aide ,3 years,OWN,24000,debt_consolidation,KS,United States
215983,13475, 36 months,15.61%,471.16,D,D1,OTR Truck Driver,< 1 year,MORTGAGE,60000,debt_consolidation,MI,United States
46750,10000, 36 months,8.18%,314.2,B,B1,Solderer,7 years,RENT,40000,debt_consolidation,California,United States
310175,18000, 36 months,16.99%,641.66,D,D3,project manager,10+ years,MORTGAGE,85000,moving,NV,United States
75133,16000, 36 months,9.99%,516.2,B,B3,"Senior Engineer, Data",8 years,RENT,114000,home_improvement,CT,United States
66644,17000, 36 months,9.17%,541.95,B,B2,Nursing Supervisor,5 years,MORTGAGE,70000,debt_consolidation,FL,United States
362627,30000, 36 months,12.69%,1006.35,C,C2,Administrator,10+ years,MORTGAGE,90000,debt_consolidation,LA,United States
322820,25000, 60 months,16.99%,621.18,D,D3,President,8 years,MORTGAGE,90000,debt_consolidation,OH,United States
198449,12000, 60 months,9.99%,254.91,B,B3,Machinist,8 years,MORTGAGE,52000,credit_card,OR,United States
251914,8000, 36 months,14.65%,275.96,C,C5,Driver,4 years,RENT,35000,debt_consolidation,FL,United States
337976,20000, 60 months,9.99%,424.85,B,B3,Physician Practice Technology Coordinato,3 years,MORTGAGE,69800,debt_consolidation,NY,United States
380251,16025, 36 months,19.99%,595.47,E,E3,H&B Admin Analyst,3 years,RENT,44800,debt_consolidation,Massachusetts,United States
169409,18500, 60 months,19.19%,481.84,E,E3,Assembler,8 years,MORTGAGE,37000,other,NE,United States
125887,9350, 36 months,15.61%,326.93,D,D1,HVAC Tech.,< 1 year,OWN,26000,small_business,OH,United States
309239,10000, 36 months,12.29%,333.53,C,C1,sales supervisor,10+ years,MORTGAGE,90000,credit_card,California,United States
2776,8800, 36 months,7.49%,273.7,A,A4,Territory Manager,8 years,MORTGAGE,64000,debt_consolidation,MN,United States
34361,30000, 36 months,9.76%,964.64,B,B3,Quality Assurance Manager,10+ years,MORTGAGE,120000,debt_consolidation,MI,United States
222250,6400, 36 months,13.99%,218.71,C,C4,Shipping Clerk,4 years,RENT,28000,debt_consolidation,MN,United States
225183,4975, 36 months,17.57%,178.79,D,D4,Saleman,10+ years,MORTGAGE,45000,other,IL,United States
319935,25000, 36 months,14.65%,862.36,C,C5,sales,7 years,MORTGAGE,97000,other,NY,United States
313435,18225, 60 months,17.57%,458.55,D,D4,Staff Nurse,6 years,MORTGAGE,80000,debt_consolidation,MO,United States
331050,21750, 60 months,23.99%,625.58,F,F2,Customer Service Rep,7 years,RENT,62000,debt_consolidation,Massachusetts,United States
294780,15000, 36 months,9.17%,478.19,B,B2,Food Service,10+ years,RENT,43000,debt_consolidation,California,United States
68538,17600, 60 months,18.49%,451.63,E,E2,Agent,10+ years,MORTGAGE,72000,debt_consolidation,UT,United States
305092,20000, 60 months,18.25%,510.6,E,E1,RN,< 1 year,MORTGAGE,65000,debt_consolidation,TX,United States
1000,10000, 36 months,5.32%,301.15,A,A1,manager,10+ years,OWN,32500,credit_card,DE,United States
332473,11850, 36 months,17.57%,425.86,D,D4,owner/operater,10+ years,OWN,225000,small_business,AK,United States
77283,25200, 36 months,7.26%,781.11,A,A4,Prin Clinical Research Specialist,10+ years,MORTGAGE,120000,credit_card,MN,United States
54074,7000, 36 months,7.26%,216.98,A,A4,Investment Consultant,10+ years,MORTGAGE,265000,home_improvement,NJ,United States
23522,16275, 36 months,18.99%,596.5,E,E3,remarking analyst,10+ years,MORTGAGE,76000,debt_consolidation,TX,United States
334593,12000, 36 months,17.86%,432.99,D,D5,Auto Tech,< 1 year,MORTGAGE,90000,home_improvement,Massachusetts,United States
359351,2300, 36 months,10.99%,75.29,B,B4,environmental serbices,1 year,RENT,27000,other,NY,United States
50615,18000, 36 months,7.89%,563.15,A,A5,0,n/a,MORTGAGE,85000,other,AR,United States
102526,10000, 36 months,11.53%,329.91,B,B5,rssr,3 years,RENT,63000,debt_consolidation,Arizona,United States
182620,13000, 36 months,6.24%,396.91,A,A2,Engineering Manager,3 years,MORTGAGE,77896,credit_card,OK,United States
123649,14000, 36 months,7.26%,433.95,A,A4,Senior Legal Secretary,6 years,MORTGAGE,67000,credit_card,FL,United States
166157,12000, 36 months,7.89%,375.43,A,A5,Account Manager,4 years,RENT,80000,debt_consolidation,California,United States
199060,9950, 36 months,12.69%,333.78,C,C2,Radiologic Technologist,10+ years,MORTGAGE,75000,debt_consolidation,OK,United States
408748,22200, 60 months,14.99%,528.02,C,C5,driver,10+ years,MORTGAGE,70000,debt_consolidation,OH,United States
370089,7350, 36 months,15.61%,257,D,D1,0,n/a,RENT,32000,credit_card,California,United States
352912,15000, 36 months,6.92%,462.61,A,A4,Owner,3 years,MORTGAGE,65000,debt_consolidation,NJ,United States
209264,13000, 36 months,8.18%,408.46,B,B1,Network Engineer,6 years,RENT,75000,credit_card,PA,United States
128788,17250, 36 months,13.33%,583.97,C,C3,Business Analyst ,2 years,RENT,70000,debt_consolidation,TX,United States
380798,6050, 36 months,15.99%,212.68,D,D2,welder,10+ years,MORTGAGE,61000,debt_consolidation,AL,United States
199979,10000, 36 months,12.29%,333.53,C,C1,Group leader,10+ years,MORTGAGE,98000,debt_consolidation,MI,United States
387886,2500, 36 months,14.99%,86.66,C,C5,Mechanic,10+ years,RENT,32261,vacation,IL,United States
146945,27600, 36 months,5.32%,831.17,A,A1,Manager/Analyst IV,10+ years,MORTGAGE,110000,debt_consolidation,CO,United States
250743,29000, 60 months,13.99%,674.63,C,C4,finance manager,1 year,MORTGAGE,70500,credit_card,TX,United States
155816,18000, 36 months,7.89%,563.15,A,A5,PRESIDENT,10+ years,RENT,99000,credit_card,FL,United States
352927,6400, 36 months,11.53%,211.14,B,B5,0,n/a,RENT,21744,major_purchase,NY,United States
103555,6325, 36 months,15.61%,221.16,D,D1,Teacher,10+ years,RENT,69000,other,California,United States
175739,7200, 36 months,7.26%,223.18,A,A4,advisor,5 years,MORTGAGE,90000,home_improvement,FL,United States
376951,35000, 36 months,9.99%,1129.19,B,B3,Sr. VP for University Service,< 1 year,MORTGAGE,167000,debt_consolidation,TN,United States
337406,6000, 36 months,9.99%,193.58,B,B3,Administrative Assistant,10+ years,MORTGAGE,51000,vacation,PA,United States
269482,15000, 36 months,7.89%,469.29,A,A5,Data Validation Analyst,8 years,RENT,52000,debt_consolidation,OR,United States
302157,6200, 36 months,17.57%,222.81,D,D4,customer serivce rep.,10+ years,OWN,43000,debt_consolidation,OH,United States
306414,14000, 60 months,12.29%,313.48,C,C1,Office Manager,6 years,MORTGAGE,57000,debt_consolidation,FL,United States
41146,15000, 36 months,8.38%,472.68,B,B1,Head professional ,10+ years,MORTGAGE,56000,home_improvement,FL,United States
8330,10000, 36 months,11.22%,328.43,B,B5,Correction Officer,< 1 year,OWN,60000,debt_consolidation,NY,United States
294706,15000, 36 months,12.69%,503.18,C,C2,billing,5 years,RENT,40000,debt_consolidation,NJ,United States
65955,21000, 36 months,12.59%,703.44,C,C2,Supervisor,10+ years,MORTGAGE,101000,debt_consolidation,OH,United States
392990,10000, 36 months,6.99%,308.73,A,A3,Director of Admissions,6 years,MORTGAGE,84000,debt_consolidation,PA,United States
22125,9175, 36 months,19.99%,340.93,E,E4,Dental Assistant,8 years,RENT,42000,debt_consolidation,IN,United States
175498,12000, 60 months,12.29%,268.7,C,C1,lead teller,9 years,MORTGAGE,36000,debt_consolidation,FL,United States
319544,11750, 60 months,14.65%,277.38,C,C5,Marketing Representative,< 1 year,RENT,46000,debt_consolidation,CO,United States
237820,4900, 36 months,13.33%,165.89,C,C3,Senior Director,3 years,MORTGAGE,185000,debt_consolidation,NJ,United States
104393,19200, 36 months,15.61%,671.33,D,D1,Social services specialist III,10+ years,MORTGAGE,48000,debt_consolidation,OK,United States
141487,25000, 36 months,7.89%,782.15,A,A5,TERRITORY MANAGER,3 years,RENT,130000,credit_card,IL,United States
324035,12000, 60 months,9.17%,250.1,B,B2,Director of non gaming ops,2 years,RENT,200000,debt_consolidation,NM,United States
384066,22750, 36 months,6.99%,702.35,A,A3,0,n/a,MORTGAGE,125423,debt_consolidation,CO,United States
363347,34200, 60 months,12.69%,772.74,C,C2,Software Engineer,7 years,MORTGAGE,110000,debt_consolidation,Maryland,United States
143847,7500, 36 months,13.99%,256.3,C,C4,HR Specialist,10+ years,RENT,98500,credit_card,IL,United States
82955,2500, 36 months,11.53%,82.48,B,B5,0,n/a,RENT,13000,credit_card,AR,United States
105791,10000, 36 months,6.24%,305.31,A,A2,Escrow Officer,5 years,MORTGAGE,38400,debt_consolidation,NV,United States
268930,35000, 60 months,15.61%,843.9,D,D1,Manager,10+ years,MORTGAGE,125000,debt_consolidation,Maryland,United States
206213,14000, 60 months,13.33%,320.92,C,C3,medicaid specialist,4 years,RENT,39000,debt_consolidation,FL,United States
228034,9500, 36 months,7.26%,294.47,A,A4,Route Manager,3 years,RENT,44000,credit_card,FL,United States
302975,35000, 60 months,22.99%,986.47,F,F1,President,4 years,RENT,120000,debt_consolidation,NJ,United States
378836,7000, 36 months,12.99%,235.83,C,C2,Banquet Chef,10+ years,RENT,34000,credit_card,RI,United States
205532,28000, 60 months,12.69%,632.66,C,C2,Teacher,10+ years,MORTGAGE,90000,home_improvement,IL,United States
397588,15000, 60 months,17.86%,379.76,D,D5,Full Time Sales Rep,< 1 year,RENT,45000,debt_consolidation,CO,United States
134875,30000, 60 months,20.99%,811.44,E,E5,Sr Layout Designer,< 1 year,MORTGAGE,75000,debt_consolidation,MN,United States
194148,24000, 36 months,9.99%,774.3,B,B3,Senior Accountant,6 years,MORTGAGE,79800,debt_consolidation,California,United States
172663,5000, 36 months,7.89%,156.43,A,A5,driver,1 year,RENT,45000,debt_consolidation,AL,United States
136837,9000, 36 months,16.99%,320.83,D,D3,Claims examiner,4 years,RENT,68120,moving,NY,United States
188388,7000, 36 months,8.18%,219.94,B,B1,HMDA Specialist,3 years,MORTGAGE,60400,home_improvement,CT,United States
268403,29025, 36 months,17.86%,1047.29,D,D5,Commercial Act Manager,7 years,OWN,63140,debt_consolidation,DE,United States
378107,6000, 36 months,7.49%,186.61,A,A4,Ultrasound Tech,6 years,MORTGAGE,51174,credit_card,MI,United States
309293,15000, 36 months,6.68%,460.97,A,A3,account manager,7 years,RENT,67000,debt_consolidation,IL,United States
47077,33575, 60 months,21.99%,927.12,F,F1,Application Engineering Team Lead,3 years,RENT,73000,credit_card,TX,United States
247364,15000, 36 months,12.29%,500.3,C,C1,Caregiver,5 years,RENT,40000,credit_card,California,United States
238888,14000, 60 months,9.17%,291.78,B,B2,Printer Operator,2 years,MORTGAGE,35000,credit_card,VA,United States
390050,24000, 60 months,14.31%,562.31,C,C4,Programmer,3 years,OWN,96000,debt_consolidation,OH,United States
101432,28175, 60 months,17.86%,713.32,D,D5,Social insurance specliaist,2 years,OWN,75000,debt_consolidation,NY,United States
389354,9000, 36 months,9.49%,288.26,B,B2,Leadman,10+ years,RENT,66000,home_improvement,California,United States
186044,8500, 36 months,5.32%,255.98,A,A1,Fiber Technician,10+ years,MORTGAGE,56000,debt_consolidation,TN,United States
152877,20000, 36 months,7.89%,625.72,A,A5,Technical Representative,10+ years,MORTGAGE,80000,debt_consolidation,TX,United States
39061,9000, 36 months,8.38%,283.61,B,B1,Machine Operator,3 years,RENT,32000,other,TX,United States
331328,20000, 36 months,9.17%,637.58,B,B2,President,10+ years,MORTGAGE,96000,small_business,LA,United States
76712,4800, 36 months,13.18%,162.15,C,C3,retail clerk,10+ years,MORTGAGE,56000,debt_consolidation,TX,United States
68691,12000, 36 months,11.49%,395.66,B,B5,AVP,2 years,MORTGAGE,95000,credit_card,CT,United States
262074,35000, 60 months,16.99%,869.66,D,D3,Software engineer,< 1 year,RENT,95000,house,NJ,United States
15034,1500, 36 months,11.99%,49.82,C,C1,Server,7 years,RENT,31000,other,SC,United States
83217,25000, 60 months,15.61%,602.79,D,D1,Sales Rep,5 years,MORTGAGE,71885,credit_card,SD,United States
16096,16000, 60 months,11.99%,355.84,C,C1,clymber,5 years,MORTGAGE,53000,home_improvement,FL,United States
355417,2800, 36 months,13.99%,95.69,C,C4,Registered Nurse,2 years,RENT,75000,other,NY,United States
160973,10525, 60 months,18.25%,268.7,E,E1,Field manager,< 1 year,MORTGAGE,60000,debt_consolidation,AR,United States
239171,4800, 36 months,14.65%,165.58,C,C5,hardlines merchandizer,3 years,RENT,25000,credit_card,California,United States
98454,12000, 36 months,13.33%,406.24,C,C3,HIM Specialist,10+ years,OWN,73000,other,CT,United States
245416,10000, 36 months,6.24%,305.31,A,A2,Operations Supervisor,10+ years,RENT,130000,home_improvement,LA,United States
91301,9900, 36 months,10.99%,324.07,B,B4,firefighter,1 year,MORTGAGE,120000,credit_card,NY,United States
335689,7000, 36 months,6.39%,214.2,A,A2,Sales Rep,4 years,OWN,72000,debt_consolidation,Maryland,United States
313327,30000, 36 months,12.29%,1000.59,C,C1,recovery coach,10+ years,MORTGAGE,75000,home_improvement,NY,United States
229152,6400, 36 months,15.61%,223.78,D,D1,auto painter,5 years,OWN,100000,debt_consolidation,VA,United States
365646,6000, 36 months,12.69%,201.27,C,C2,Physical Education Teacher,7 years,RENT,43000,debt_consolidation,TX,United States
72754,22425, 36 months,11.49%,739.39,B,B5,Juvenile Justice Counselor,9 years,MORTGAGE,51000,debt_consolidation,NY,United States
60274,10000, 36 months,13.67%,340.18,C,C4,Field Energy Consultant,< 1 year,RENT,35000,other,California,United States
278110,1500, 36 months,9.17%,47.82,B,B2,Dietary Aid,2 years,RENT,30000,credit_card,NY,United States
248232,20000, 60 months,9.17%,416.82,B,B2,ENGINEER,3 years,RENT,90000,major_purchase,MI,United States
363959,15000, 36 months,7.89%,469.29,A,A5,sales ,10+ years,MORTGAGE,99000,debt_consolidation,OK,United States
289427,13600, 36 months,6.92%,419.44,A,A4,"Portfolio Manager, Assistant Vice Presid",1 year,RENT,85000,debt_consolidation,IL,United States
325776,29500, 36 months,6.39%,902.67,A,A2,Refinisher,10+ years,MORTGAGE,64000,debt_consolidation,PA,United States
121382,24000, 36 months,11.53%,791.77,B,B5,SALES MANAGEMENT,8 years,MORTGAGE,120000,home_improvement,IL,United States
74854,5000, 36 months,9.99%,161.32,B,B3,Driver,5 years,RENT,60000,debt_consolidation,IL,United States
213474,8000, 36 months,9.17%,255.04,B,B2,Office Manager,10+ years,RENT,39000,credit_card,AL,United States
39675,6000, 36 months,11.22%,197.06,B,B5,rn,10+ years,MORTGAGE,60000,home_improvement,TX,United States
202148,29975, 36 months,5.32%,902.7,A,A1,Assistant Attorney General,8 years,MORTGAGE,109000,credit_card,MI,United States
236552,4000, 36 months,10.99%,130.94,B,B4,seafood manager,8 years,RENT,80000,debt_consolidation,NY,United States
397563,10000, 60 months,14.31%,234.3,C,C4,Houseman ,7 years,RENT,25000,debt_consolidation,California,United States
127887,12000, 36 months,8.18%,377.04,B,B1,0,n/a,MORTGAGE,80000,debt_consolidation,FL,United States
282971,20000, 36 months,12.69%,670.9,C,C2,0,n/a,OWN,56000,debt_consolidation,TN,United States
137990,35000, 60 months,16.55%,861.4,D,D2,Owner,2 years,MORTGAGE,90000,debt_consolidation,OR,United States
360077,14400, 36 months,13.99%,492.09,C,C4,VP Operations,10+ years,MORTGAGE,140000,debt_consolidation,California,United States
327345,17700, 60 months,13.33%,405.73,C,C3,Field Inspector,10+ years,MORTGAGE,48000,debt_consolidation,FL,United States
107629,25000, 60 months,19.19%,651.14,E,E3,Property Manager,1 year,MORTGAGE,60000,debt_consolidation,AL,United States
37593,2400, 36 months,13.67%,81.65,C,C4,Supervisor,10+ years,MORTGAGE,72000,other,GA,United States
144581,10525, 36 months,12.29%,351.05,C,C1,"Director, Intercultural Center",3 years,RENT,51000,debt_consolidation,NC,United States
400782,15000, 36 months,11.99%,498.15,B,B5,machine finishing,10+ years,MORTGAGE,45000,debt_consolidation,MN,United States
388192,15000, 60 months,15.59%,361.52,D,D1,Developer,2 years,MORTGAGE,46000,debt_consolidation,WI,United States
314899,5000, 36 months,12.69%,167.73,C,C2,Analyst,4 years,RENT,46000,debt_consolidation,MN,United States
281648,22500, 36 months,5.32%,677.59,A,A1,Assistant Principal,10+ years,OWN,135000,debt_consolidation,NY,United States
399748,16200, 60 months,17.86%,410.15,D,D5,Human Resources Development Manager,5 years,RENT,98000,debt_consolidation,WA,United States
155621,14050, 60 months,26.77%,427.1,G,G1,Mental Health Clinician,3 years,MORTGAGE,54000,other,VA,United States
163370,29000, 60 months,25.78%,864.51,F,F5,Lineman A,10+ years,RENT,130000,debt_consolidation,OH,United States
166944,26000, 60 months,15.61%,626.9,D,D1,Parts & service Support Manager,10+ years,MORTGAGE,80000,debt_consolidation,PA,United States
289977,12000, 36 months,10.99%,392.81,B,B4,0,n/a,OWN,70000,debt_consolidation,SC,United States
10606,25000, 36 months,6.89%,770.68,A,A3,extruder operator/ drill sgt,10+ years,MORTGAGE,55000,debt_consolidation,IN,United States
39522,19200, 36 months,9.76%,617.37,B,B3,Associate Buyer,< 1 year,RENT,65000,debt_consolidation,NY,United States
367330,24000, 60 months,8.18%,488.71,B,B1,Underwriter,10+ years,MORTGAGE,65000,credit_card,TN,United States
9957,15000, 36 months,11.99%,498.15,C,C1,Finance Director,3 years,RENT,140000,house,IL,United States
259599,14000, 36 months,10.99%,458.28,B,B4,Senior Lab Technician,10+ years,MORTGAGE,74000,debt_consolidation,GA,United States
1519,6600, 36 months,5.32%,198.76,A,A1,Executive Assistant,1 year,RENT,58000,credit_card,Massachusetts,United States
142163,10000, 36 months,9.99%,322.63,B,B3,Manager,9 years,OWN,45000,other,NV,United States
298943,25000, 36 months,6.39%,764.98,A,A2,Teacher,10+ years,OWN,103700,debt_consolidation,WI,United States
347282,24000, 60 months,16.99%,596.34,D,D3,sr. systems engineer,4 years,RENT,108000,debt_consolidation,California,United States
343547,24000, 60 months,13.99%,558.32,C,C4,Surgical Assistant,2 years,MORTGAGE,104000,debt_consolidation,FL,United States
235024,6700, 36 months,8.18%,210.52,B,B1,teacher,10+ years,OWN,45000,debt_consolidation,LA,United States
374736,17000, 36 months,6.39%,520.19,A,A2,Deputy,10+ years,MORTGAGE,71585,debt_consolidation,California,United States
300891,15400, 60 months,12.69%,347.96,C,C2,OPT,10+ years,OWN,73000,major_purchase,California,United States
269280,19500, 36 months,8.18%,612.68,B,B1,LVN,8 years,RENT,45000,debt_consolidation,California,United States
349894,26400, 36 months,6.39%,807.82,A,A2,First Sergeant,10+ years,MORTGAGE,67000,debt_consolidation,NY,United States
336934,4950, 36 months,16.55%,175.38,D,D2,Senior Investigator,4 years,RENT,80000,debt_consolidation,GA,United States
352433,12000, 36 months,14.65%,413.94,C,C5,Swing courier,10+ years,MORTGAGE,55000,debt_consolidation,Arizona,United States
104678,19800, 60 months,14.65%,467.42,C,C5,Graduation Coach,10+ years,MORTGAGE,45000,debt_consolidation,TX,United States
298146,10000, 36 months,11.53%,329.91,B,B5,operative supervisor,10+ years,RENT,44000,credit_card,FL,United States
137511,4500, 36 months,12.29%,150.09,C,C1,Legal Assistant,2 years,RENT,32032,debt_consolidation,AL,United States
346593,5000, 36 months,12.69%,167.73,C,C2,Owner,10+ years,OWN,84000,debt_consolidation,California,United States
80143,5475, 36 months,17.57%,196.76,D,D4,machinist,10+ years,MORTGAGE,60000,debt_consolidation,California,United States
90299,20000, 36 months,9.17%,637.58,B,B2,Small Business Manager,8 years,MORTGAGE,55400,debt_consolidation,LA,United States
377303,8000, 36 months,7.89%,250.29,A,A5,TIMBER SALES ADMINISTRATOR,10+ years,MORTGAGE,50000,debt_consolidation,SC,United States
74630,5000, 36 months,7.89%,156.43,A,A5,lead man,10+ years,OWN,60000,home_improvement,GA,United States
312361,20000, 36 months,13.99%,683.46,C,C4,Lead Passenger Service Agent,10+ years,RENT,60000,debt_consolidation,WA,United States
87008,30000, 36 months,12.29%,1000.59,C,C1,Supervisor,10+ years,MORTGAGE,120000,debt_consolidation,SC,United States
30336,28000, 36 months,14.48%,963.52,C,C5,Education and Technician,10+ years,RENT,87655,debt_consolidation,NM,United States
248442,5000, 36 months,12.69%,167.73,C,C2,owner,9 years,MORTGAGE,90000,house,TX,United States
100161,12000, 36 months,7.89%,375.43,A,A5,0,n/a,MORTGAGE,39000,credit_card,NJ,United States
357772,22000, 60 months,12.69%,497.09,C,C2,Register Client Service Associate,5 years,RENT,55000,debt_consolidation,NY,United States
90595,25000, 60 months,14.65%,590.17,C,C5,Senior Grants Program Manager,4 years,MORTGAGE,88000,debt_consolidation,IL,United States
290098,30000, 36 months,6.68%,921.93,A,A3,Finance Manager,9 years,MORTGAGE,125000,debt_consolidation,California,United States
274830,23000, 60 months,16.99%,571.49,D,D3,Teacher,6 years,RENT,60000,debt_consolidation,PA,United States
180653,8000, 36 months,9.17%,255.04,B,B2,support services agent,4 years,RENT,26000,debt_consolidation,IL,United States
181267,20000, 36 months,15.61%,699.3,D,D1,General Manager,< 1 year,RENT,180000,debt_consolidation,California,United States
128989,16000, 36 months,9.99%,516.2,B,B3,Roustabout,2 years,MORTGAGE,75000,debt_consolidation,LA,United States
417341,6000, 36 months,12.99%,202.14,C,C2,ics,4 years,RENT,20333,debt_consolidation,OH,United States
366018,24725, 60 months,18.25%,631.22,E,E1,investigator,10+ years,MORTGAGE,68000,debt_consolidation,NY,United States
56137,35000, 60 months,17.86%,886.11,D,D5,Business Analyst,10+ years,MORTGAGE,126000,debt_consolidation,California,United States
232447,29850, 36 months,18.25%,1082.9,E,E1,National Sales Mgr,10+ years,OWN,95000,debt_consolidation,SC,United States
233912,12000, 60 months,18.55%,308.33,E,E2,Program coordinator ,6 years,OWN,49000,medical,FL,United States
167012,20000, 60 months,12.29%,447.83,C,C1,Sr. Account Executive,10+ years,RENT,95000,credit_card,California,United States
419140,12800, 36 months,10.49%,415.98,B,B3,Underwriter,7 years,RENT,43800,debt_consolidation,UT,United States
374029,3225, 36 months,12.29%,107.57,C,C1,Web Marketing,8 years,RENT,40000,debt_consolidation,NY,United States
151549,4375, 36 months,19.19%,160.8,E,E3,0,n/a,RENT,14600,debt_consolidation,PA,United States
379704,20000, 36 months,9.49%,640.57,B,B2,Supply Manager,1 year,MORTGAGE,72000,debt_consolidation,MI,United States
42680,16000, 60 months,9.99%,339.88,B,B3,Hematology Supervisor,8 years,MORTGAGE,85000,credit_card,NY,United States
192152,11000, 36 months,6.89%,339.1,A,A3,Communications supervisor,10+ years,MORTGAGE,51000,credit_card,CT,United States
82544,10000, 36 months,7.89%,312.86,A,A5,Trackman,9 years,RENT,58000,debt_consolidation,NM,United States
279542,4400, 36 months,13.33%,148.96,C,C3,Locomotive Engineer,10+ years,MORTGAGE,91000,debt_consolidation,VA,United States
32824,12500, 36 months,6.24%,381.64,A,A2,Sales Manager,3 years,OWN,140000,debt_consolidation,CO,United States
183106,35000, 36 months,16.55%,1240.03,D,D2,RN ,10+ years,MORTGAGE,115000,debt_consolidation,NJ,United States
354014,6800, 36 months,7.89%,212.75,A,A5,Asst. Director of Alumni Relations,4 years,RENT,60000,credit_card,FL,United States
4732,6000, 36 months,14.85%,207.56,C,C5,Program Coordinator,10+ years,RENT,80000,debt_consolidation,California,United States
273949,10000, 36 months,7.89%,312.86,A,A5,A/P Coordinatior,9 years,RENT,58000,debt_consolidation,California,United States
